31880720,"	Batch 0 layer 6: Numerical Error in delta Weights, terminating training		 --- 14.605481999999999 seconds ---		 Please change the loss function 	 OR Please change the activaton function at layer: 7 	"
33969059,"	Batch 0: Invalid accuracy, terminating training		 --- 41.84126 seconds ---		 Learning Rate 	"
34311586,"	Batch 0 layer 2: Numerical Error in delta Weights, terminating training		 --- 0.8042829999999999 seconds ---	"
34673164,"N/A"
41596619,"	Batch 0: Invalid accuracy, terminating training		 --- 1.002383 seconds ---	 	 Please change the activation function at layer : 1 	"
41823068,"	Batch 0 layer 3:  Out of Rang Problem, terminating training		 --- 1.2498680000000002 seconds ---	 	 change the activation function to softmax 	"
41999686,"	Batch 0 layer 10:  Out of Rang Problem, terminating training		 --- 3.0706899999999995 seconds ---	 	 change the activation function to softmax 	"
42472447,"	Batch 0 layer 4:  Out of Rang Problem, terminating training		 --- 1.8518380000000003 seconds ---	 	 change the activation function to softmax 	"
43055289,"N/A"
46359741,"	Batch 0: Invalid accuracy, terminating training		 --- 1.041436 seconds ---	 	 Please change the activation function at layer : 1 	"
47704695,"N/A"
47735201,"N/A"
48221692,"	Batch 0: Invalid accuracy, terminating training		 --- 0.609248 seconds ---	 	 Please change the activation function at layer : 1 	"
48251943,"N/A"
48385830,"	 Batch 0 layer 0: Numerical Problem Forward, terminating training 		 --- 6.449567 seconds ---		Please change the activaton function at layer: 1	"
48486598,"N/A"
48976413,"	Batch 0: Invalid accuracy, terminating training		 --- 1.4280820000000003 seconds ---	 	 Please change the activation function at layer : 2 	"
50306988,"	Batch 0 layer 1:  Out of Rang Problem, terminating training		 --- 0.9832379999999998 seconds ---	 	 change the activation function to softmax 	"
50338865,"N/A"
50555434,"N/A"
50914860,"	Batch 0 layer 6:  Out of Rang Problem, terminating training		 --- 22.847368 seconds ---	 	 change the activation function to softmax 	"
51185079,"N/A"
51581521,"N/A"
51749207,"N/A"
51930566,"	Batch 0 layer 1:  Out of Rang Problem, terminating training		 --- 1.056373 seconds ---	 	 change the activation function to softmax 	"
52566823,"N/A"
52983831,"N/A"
53700537,"N/A"
53749895,"	Batch 0 layer 2: Numerical Error in delta Weights, terminating training		 --- 2.9597510000000007 seconds ---	"
54064299,"	 Batch 7 layer 7: Numerical Problem Forward, terminating training 		 --- 123.808556 seconds ---		 Normalize the data 	"
54738769,"	Batch 0 layer 6: Numerical Error in delta Weights, terminating training		 --- 1.556526 seconds ---	"
54811239,"N/A"
