31880720,"keras_script.py
Learner ==> A last layer activation is required to transform the logits into probabilities for classification problem(bin missing sigmoid)., A last layer activation is required to transform the logits into probabilities for classification problem(bin wrong last layer activation)., The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-post_activation"
33969059,"keras_script.py
Learner ==> A last layer activation is required to transform the logits into probabilities for classification problem(bin wrong last layer activation)., The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-pre-activation"
34311586,"keras_script.py
Learner ==> A last layer activation is required to transform the logits into probabilities for classification problem(bin wrong last layer activation)., The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-pre-activation
Layer 1 ==> The area of feature maps and the width of fully-connected units should be progressively decreasing over the layers."
34673164,"keras_script.py
Learner ==> The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-pre-activation"
41596619,"keras_script.py
There is no identified fault in the DNN script"
41823068,"keras_script.py
Learner ==> The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-post_activation"
41999686,"keras_script.py
Learner ==> The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-post_activation
Layer 1 ==> The area of feature maps and the width of fully-connected units should be progressively decreasing over the layers.
Layer 4 ==> The area of feature maps and the width of fully-connected units should be progressively decreasing over the layers."
42472447,"keras_script.py
Error: input file is not valid or not match with selected parser type"
43055289,"keras_script.py
Learner ==> The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-post_activation
Layer 1 ==> The area of feature maps and the width of fully-connected units should be progressively decreasing over the layers.
Layer 4 ==> The area of feature maps and the width of fully-connected units should be progressively decreasing over the layers."
46359741,"keras_script.py
There is no identified fault in the DNN script"
47704695,"keras_script.py
Learner ==> A last layer activation is required to transform the logits into probabilities for classification problem(bin missing sigmoid)., A last layer activation is required to transform the logits into probabilities for classification problem(bin wrong last layer activation)., The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-post_activation
Layer 1 ==> The local window size for spatial filtering should generally increase or stay the same throughout the convolutional layers., Deep CNN should not apply pooling after every convolution.
Layer 5 ==> Deep CNN should not apply pooling after every convolution."
47735201,"keras_script.py
Error: input file is not valid or not match with selected parser type"
48221692,"keras_script.py
Learner ==> The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-pre-activation"
48251943,"keras_script.py
Learner ==> The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-pre-activation"
48385830,"keras_script.py
Error: input file is not valid or not match with selected parser type"
48486598,"keras_script.py
Learner ==> The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-pre-activation
Layer 1 ==> The area of feature maps and the width of fully-connected units should be progressively decreasing over the layers."
48976413,"keras_script.py
Error: input file is not valid or not match with selected parser type"
50306988,"N/A"
50338865,"keras_script.py
Error: input file is not valid or not match with selected parser type"
50555434,"keras_script.py
Error: input file is not valid or not match with selected parser type"
50914860,"keras_script.py
Learner ==> The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-post_activation"
51185079,"keras_script.py
Learner ==> A last layer activation is required to transform the logits into probabilities for classification problem(bin missing sigmoid)., The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-post_activation"
51581521,"N/A"
51749207,"keras_script.py
Learner ==> A last layer activation is required to transform the logits into probabilities for classification problem(bin missing sigmoid)., A last layer activation is required to transform the logits into probabilities for classification problem(bin wrong last layer activation)., The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-post_activationArchitecture ==> Max-pooling is the preferred down-sampling strategy(lack of pooling)."
51930566,"keras_script.py
Learner ==> The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-post_activation"
52566823,"keras_script.py
Error: input file is not valid or not match with selected parser type"
52983831,"keras_script.py
Learner ==> The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-post_activation"
53700537,"keras_script.py
Learner ==> The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-post_activationArchitecture ==> Max-pooling is the preferred down-sampling strategy(lack of pooling).
Layer 1 ==> The local window size for spatial filtering should generally increase or stay the same throughout the convolutional layers.
Layer 6 ==> A processing layer that operates on a N-dimensional tensors, should receive a valid input tensor with exactly N-dimensional shape(missing flatten ).
Layer 7 ==> A processing layer that operates on a N-dimensional tensors, should receive a valid input tensor with exactly N-dimensional shape(missing flatten )."
53749895,"keras_script.py
Learner ==> The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-pre-activation"
54064299,"keras_script.py
Layer 1 ==> The number of feature maps should be gradually expanded while the feature map area is retracted.
Layer 4 ==> A processing layer that operates on a N-dimensional tensors, should receive a valid input tensor with exactly N-dimensional shape(missing flatten ).
Layer 6 ==> A processing layer that operates on a N-dimensional tensors, should receive a valid input tensor with exactly N-dimensional shape(missing flatten )."
54738769,"keras_script.py
Learner ==> A last layer activation is required to transform the logits into probabilities for classification problem(bin wrong last layer activation)., The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-pre-activation
Layer 1 ==> The area of feature maps and the width of fully-connected units should be progressively decreasing over the layers.
Layer 3 ==> The area of feature maps and the width of fully-connected units should be progressively decreasing over the layers."
54811239,"keras_script.py
Error: input file is not valid or not match with selected parser type"
55198221,"keras_script.py
Learner ==> The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-post_activation"
55328966,"keras_script.py
Learner ==> The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-post_activation"
58043002,"keras_script.py
Architecture ==> Max-pooling is the preferred down-sampling strategy(lack of pooling).
Layer 1 ==> The local window size for spatial filtering should generally increase or stay the same throughout the convolutional layers.
Layer 3 ==> A processing layer that operates on a N-dimensional tensors, should receive a valid input tensor with exactly N-dimensional shape(missing flatten ).
Layer 4 ==> A processing layer that operates on a N-dimensional tensors, should receive a valid input tensor with exactly N-dimensional shape(missing flatten )."
58051767,"keras_script.py
There is no identified fault in the DNN script"
58055105,"keras_script.py
Learner ==> A last layer activation is required to transform the logits into probabilities for classification problem(bin missing sigmoid)., A last layer activation is required to transform the logits into probabilities for classification problem(bin wrong last layer activation)., The loss should be correctly defined and connected to the layer in accordance with its input conditions (i.e.shape and type)-post_activation"
